1,07:00-08:40,C-C-D4,B
2,07:00-08:40,C-C-D5,B
3,07:00-08:40,C-C-D6,B
4,07:00-08:40,C-C-D7,B
5,07:00-08:40,C-C-D8,B
6,07:00-08:40,C-C-D9,B
7,07:00-08:40,C-C-F5,A
8,07:00-08:40,C-C-F6,A
9,07:00-08:40,C-C-F7,A
10,07:00-08:40,C-C-F8,A
11,07:00-08:40,C-C-LC2,A
12,08:45-10:25,C-C-D1,B
13,08:45-10:25,C-C-D11,A
14,08:45-10:25,C-C-D11,A
15,08:45-10:25,C-C-D12,C
16,08:45-10:25,C-C-D13,A
17,08:45-10:25,C-C-D14,B
18,08:45-10:25,C-C-D15,E
19,08:45-10:25,C-C-D2,A
20,08:45-10:25,C-C-D3,C
21,08:45-10:25,C-C-D4,A
22,08:45-10:25,C-C-D5,A
23,08:45-10:25,C-C-D6,A
24,08:45-10:25,C-C-D7,A
25,08:45-10:25,C-C-D8,A
26,08:45-10:25,C-C-D9,B
27,08:45-10:25,C-C-F5,B
28,08:45-10:25,C-C-F6,D
29,08:45-10:25,C-C-F7,B
30,15:50-17:30,C-C-D1,A
31,15:50-17:30,C-C-D11,A
32,15:50-17:30,C-C-D12,A
33,15:50-17:30,C-C-D13,A
34,15:50-17:30,C-C-D14,A
35,15:50-17:30,C-C-D15,A
36,15:50-17:30,C-C-D2,A
37,15:50-17:30,C-C-D5,A
38,17:35-19:15,C-C-D1,A
39,17:35-19:15,C-C-D11,A
40,17:35-19:15,C-C-D15,A
41,17:35-19:15,C-C-LC1,A
42,17:35-19:15,C-C-LC3,A
43,17:35-19:15,C-C-LC4,A
44,17:35-19:15,C-C-SC1,A
45,19:20-21:00,C-C-D11,A
46,19:20-21:00,C-C-D15,A
47,19:20-21:00,C-C-LC1,A
48,07:00-08:40,C-C-D4,B
49,07:00-08:40,C-C-D5,B
50,07:00-08:40,C-C-D6,B
51,07:00-08:40,C-C-D7,B
52,07:00-08:40,C-C-D8,B
53,07:00-08:40,C-C-D9,B
54,07:00-08:40,C-C-F5,A
55,07:00-08:40,C-C-F6,A
56,07:00-08:40,C-C-F7,A
57,07:00-08:40,C-C-F8,A
58,07:00-08:40,C-C-LC2,A
59,08:45-10:25,C-C-D1,B
60,08:45-10:25,C-C-D11,A
61,08:45-10:25,C-C-D11,A
62,08:45-10:25,C-C-D12,C
63,08:45-10:25,C-C-D13,A
64,08:45-10:25,C-C-D14,B
65,08:45-10:25,C-C-D15,E
66,08:45-10:25,C-C-D2,A
67,08:45-10:25,C-C-D3,C
68,08:45-10:25,C-C-D4,A
69,08:45-10:25,C-C-D5,A
70,08:45-10:25,C-C-D6,A
71,08:45-10:25,C-C-D7,A
72,08:45-10:25,C-C-D8,A
73,08:45-10:25,C-C-D9,B
74,08:45-10:25,C-C-F5,B
75,08:45-10:25,C-C-F6,D
76,08:45-10:25,C-C-F7,B
77,15:50-17:30,C-C-D1,A
78,15:50-17:30,C-C-D11,A
79,15:50-17:30,C-C-D12,A
80,15:50-17:30,C-C-D13,A
81,15:50-17:30,C-C-D14,A
82,15:50-17:30,C-C-D15,A
83,15:50-17:30,C-C-D2,A
84,15:50-17:30,C-C-D5,A
85,17:35-19:15,C-C-D1,A
86,17:35-19:15,C-C-D11,A
87,17:35-19:15,C-C-D15,A
88,17:35-19:15,C-C-LC1,A
89,17:35-19:15,C-C-LC3,A
90,17:35-19:15,C-C-LC4,A
91,17:35-19:15,C-C-LC2,A
92,19:20-21:00,C-C-D11,A
93,19:20-21:00,C-C-D14,A
94,19:20-21:00,C-C-LC1,A
95,07:00-07:50,C-C-D4,B
96,07:00-07:50,C-C-D6,B
97,07:00-07:50,C-C-D7,B
98,07:00-07:50,C-C-D8,B
99,07:00-07:50,C-C-D9,B
100,07:00-07:50,C-C-F5,A
101,07:00-07:50,C-C-F6,A
102,07:00-07:50,C-C-F7,A
103,07:00-07:50,C-C-F8,A
104,08:45-09:35,C-C-D1,B
105,08:45-09:35,C-C-D12,C
106,08:45-09:35,C-C-D13,A
107,08:45-09:35,C-C-D14,B
108,08:45-09:35,C-C-D15,E
109,08:45-09:35,C-C-D2,A
110,08:45-09:35,C-C-D4,A
111,08:45-09:35,C-C-D6,A
112,08:45-09:35,C-C-D7,A
113,08:45-09:35,C-C-D8,A
114,08:45-09:35,C-C-D9,B
115,08:45-09:35,C-C-F5,B
116,08:45-09:35,C-C-F6,D
117,08:45-09:35,C-C-F7,B
118,16:40-17:30,C-C-D1,A
119,16:40-17:30,C-C-D14,A
120,16:40-17:30,C-C-D2,A
121,16:40-17:30,C-C-D5,A
122,18:25-19:15,C-C-D1,A
123,18:25-19:15,C-C-D11,A
124,18:25-19:15,C-C-LC1,A
125,18:25-19:15,C-C-LC3,A
126,18:25-19:15,C-C-LC4,A
127,18:25-19:15,C-C-LC2,A
128,20:10-21:00,C-C-D11,A
129,20:10-21:00,C-C-D14,A
130,20:10-21:00,C-C-LC1,A
